iter	Passed	Remaining
1675	13732	2654
1676	13741	2646
1677	13749	2638
1678	13757	2630
1679	13765	2622
1680	13773	2613
1681	13781	2605
1682	13789	2597
1683	13797	2589
1684	13805	2580
1685	13814	2572
1686	13822	2564
1687	13830	2556
1688	13838	2548
1689	13846	2539
1690	13854	2531
1691	13862	2523
1692	13871	2515
1693	13879	2507
1694	13887	2498
1695	13895	2490
1696	13903	2482
1697	13911	2474
1698	13919	2466
1699	13928	2457
1700	13936	2449
1701	13945	2441
1702	13953	2433
1703	13960	2425
1704	13969	2416
1705	13977	2408
1706	13985	2400
1707	13992	2392
1708	14001	2384
1709	14009	2375
1710	14017	2367
1711	14025	2359
1712	14033	2351
1713	14041	2343
1714	14049	2334
1715	14058	2326
1716	14065	2318
1717	14074	2310
1718	14082	2302
1719	14091	2293
1720	14099	2285
1721	14107	2277
1722	14116	2269
1723	14125	2261
1724	14133	2253
1725	14141	2244
1726	14149	2236
1727	14157	2228
1728	14165	2220
1729	14173	2212
1730	14181	2203
1731	14190	2195
1732	14197	2187
1733	14205	2179
1734	14214	2171
1735	14222	2162
1736	14230	2154
1737	14239	2146
1738	14246	2138
1739	14254	2130
1740	14263	2121
1741	14271	2113
1742	14286	2106
1743	14299	2099
1744	14312	2091
1745	14322	2083
1746	14332	2075
1747	14341	2067
1748	14350	2059
1749	14358	2051
1750	14366	2042
1751	14374	2034
1752	14382	2026
1753	14390	2018
1754	14398	2010
1755	14406	2001
1756	14415	1993
1757	14423	1985
1758	14430	1977
1759	14439	1969
1760	14447	1960
1761	14455	1952
1762	14463	1944
1763	14471	1936
1764	14480	1927
1765	14487	1919
1766	14496	1911
1767	14504	1903
1768	14512	1895
1769	14520	1886
1770	14528	1878
1771	14536	1870
1772	14544	1862
1773	14553	1854
1774	14561	1845
1775	14569	1837
1776	14577	1829
1777	14586	1821
1778	14594	1813
1779	14602	1804
1780	14610	1796
1781	14618	1788
1782	14626	1780
1783	14634	1771
1784	14642	1763
1785	14649	1755
1786	14658	1747
1787	14666	1739
1788	14674	1730
1789	14682	1722
1790	14690	1714
1791	14698	1706
1792	14706	1697
1793	14714	1689
1794	14722	1681
1795	14731	1673
1796	14739	1665
1797	14748	1656
1798	14756	1648
1799	14764	1640
1800	14772	1632
1801	14780	1624
1802	14789	1615
1803	14798	1607
1804	14806	1599
1805	14814	1591
1806	14823	1583
1807	14831	1575
1808	14840	1566
1809	14848	1558
1810	14856	1550
1811	14864	1542
1812	14873	1534
1813	14881	1525
1814	14889	1517
1815	14897	1509
1816	14905	1501
1817	14914	1493
1818	14922	1484
1819	14930	1476
1820	14938	1468
1821	14946	1460
1822	14954	1451
1823	14963	1443
1824	14971	1435
1825	14979	1427
1826	14988	1419
1827	14996	1411
1828	15005	1402
1829	15013	1394
1830	15020	1386
1831	15028	1378
1832	15036	1369
1833	15044	1361
1834	15052	1353
1835	15060	1345
1836	15068	1337
1837	15076	1328
1838	15084	1320
1839	15093	1312
1840	15100	1304
1841	15108	1295
1842	15117	1287
1843	15125	1279
1844	15132	1271
1845	15140	1263
1846	15148	1254
1847	15156	1246
1848	15164	1238
1849	15172	1230
1850	15180	1221
1851	15188	1213
1852	15196	1205
1853	15204	1197
1854	15212	1189
1855	15221	1180
1856	15228	1172
1857	15236	1164
1858	15245	1156
1859	15252	1148
1860	15261	1139
1861	15269	1131
1862	15277	1123
1863	15286	1115
1864	15293	1107
1865	15302	1098
1866	15310	1090
1867	15318	1082
1868	15327	1074
1869	15335	1066
1870	15343	1057
1871	15352	1049
1872	15360	1041
1873	15368	1033
1874	15376	1025
1875	15384	1016
1876	15393	1008
1877	15400	1000
1878	15409	992
1879	15417	984
1880	15425	975
1881	15433	967
1882	15442	959
1883	15451	951
1884	15459	943
1885	15467	934
1886	15475	926
1887	15483	918
1888	15492	910
1889	15500	902
1890	15508	893
1891	15516	885
1892	15524	877
1893	15532	869
1894	15540	861
1895	15548	852
1896	15556	844
1897	15564	836
1898	15573	828
1899	15581	820
1900	15589	811
1901	15597	803
1902	15605	795
1903	15613	787
1904	15620	778
1905	15628	770
1906	15636	762
1907	15644	754
1908	15652	746
1909	15661	737
1910	15669	729
1911	15677	721
1912	15685	713
1913	15693	705
1914	15701	696
1915	15709	688
1916	15717	680
1917	15725	672
1918	15733	664
1919	15741	655
1920	15749	647
1921	15757	639
1922	15765	631
1923	15773	623
1924	15781	614
1925	15789	606
1926	15797	598
1927	15806	590
1928	15814	582
1929	15823	573
1930	15831	565
1931	15839	557
1932	15847	549
1933	15855	541
1934	15863	532
1935	15872	524
1936	15880	516
1937	15888	508
1938	15896	500
1939	15904	491
1940	15913	483
1941	15921	475
1942	15928	467
1943	15936	459
1944	15945	450
1945	15953	442
1946	15961	434
1947	15968	426
1948	15977	418
1949	15985	409
1950	15992	401
1951	16001	393
1952	16008	385
1953	16016	377
1954	16024	368
1955	16032	360
1956	16039	352
1957	16048	344
1958	16056	336
1959	16064	327
1960	16073	319
1961	16081	311
1962	16089	303
1963	16097	295
1964	16106	286
1965	16114	278
1966	16122	270
1967	16130	262
1968	16138	254
1969	16146	245
1970	16154	237
1971	16162	229
1972	16170	221
1973	16178	213
1974	16187	204
1975	16195	196
1976	16203	188
1977	16212	180
1978	16220	172
1979	16228	163
1980	16236	155
1981	16245	147
1982	16253	139
1983	16261	131
1984	16269	122
1985	16278	114
1986	16286	106
1987	16295	98
1988	16303	90
1989	16312	81
1990	16321	73
1991	16329	65
1992	16337	57
1993	16345	49
1994	16354	40
1995	16362	32
1996	16370	24
1997	16379	16
1998	16388	8
1999	16396	0
