iter	Passed	Remaining
1672	13826	2702
1673	13834	2694
1674	13843	2686
1675	13851	2677
1676	13860	2669
1677	13868	2661
1678	13877	2653
1679	13887	2645
1680	13896	2637
1681	13905	2628
1682	13913	2620
1683	13921	2612
1684	13930	2604
1685	13938	2595
1686	13946	2587
1687	13954	2579
1688	13962	2570
1689	13970	2562
1690	13978	2554
1691	13986	2546
1692	13994	2537
1693	14002	2529
1694	14009	2520
1695	14018	2512
1696	14026	2504
1697	14035	2496
1698	14043	2488
1699	14053	2479
1700	14063	2472
1701	14073	2464
1702	14083	2456
1703	14092	2447
1704	14101	2439
1705	14112	2432
1706	14124	2424
1707	14134	2416
1708	14145	2408
1709	14157	2401
1710	14170	2393
1711	14185	2386
1712	14195	2378
1713	14204	2370
1714	14214	2362
1715	14226	2354
1716	14236	2346
1717	14246	2338
1718	14256	2330
1719	14267	2322
1720	14277	2314
1721	14287	2306
1722	14297	2298
1723	14307	2290
1724	14317	2282
1725	14328	2274
1726	14339	2266
1727	14351	2259
1728	14362	2251
1729	14373	2243
1730	14386	2235
1731	14398	2227
1732	14409	2219
1733	14418	2211
1734	14426	2203
1735	14435	2195
1736	14444	2186
1737	14452	2178
1738	14463	2170
1739	14473	2162
1740	14483	2154
1741	14493	2146
1742	14502	2138
1743	14512	2130
1744	14521	2121
1745	14530	2113
1746	14538	2105
1747	14547	2097
1748	14555	2088
1749	14565	2080
1750	14575	2072
1751	14583	2064
1752	14592	2056
1753	14600	2047
1754	14608	2039
1755	14616	2030
1756	14623	2022
1757	14631	2014
1758	14639	2005
1759	14647	1997
1760	14655	1989
1761	14663	1980
1762	14671	1972
1763	14679	1963
1764	14688	1955
1765	14695	1947
1766	14703	1938
1767	14711	1930
1768	14720	1922
1769	14727	1913
1770	14735	1905
1771	14743	1896
1772	14750	1888
1773	14757	1880
1774	14765	1871
1775	14773	1863
1776	14781	1854
1777	14789	1846
1778	14797	1838
1779	14805	1829
1780	14812	1821
1781	14820	1813
1782	14828	1804
1783	14836	1796
1784	14844	1788
1785	14853	1779
1786	14860	1771
1787	14868	1762
1788	14876	1754
1789	14885	1746
1790	14893	1737
1791	14900	1729
1792	14908	1721
1793	14916	1712
1794	14924	1704
1795	14932	1696
1796	14940	1687
1797	14947	1679
1798	14955	1670
1799	14964	1662
1800	14972	1654
1801	14981	1646
1802	14991	1637
1803	15001	1629
1804	15012	1621
1805	15021	1613
1806	15030	1605
1807	15039	1597
1808	15048	1588
1809	15056	1580
1810	15064	1572
1811	15072	1563
1812	15080	1555
1813	15088	1547
1814	15096	1538
1815	15104	1530
1816	15111	1521
1817	15119	1513
1818	15127	1505
1819	15135	1496
1820	15143	1488
1821	15150	1480
1822	15159	1471
1823	15168	1463
1824	15176	1455
1825	15184	1446
1826	15191	1438
1827	15200	1430
1828	15208	1421
1829	15217	1413
1830	15224	1405
1831	15232	1396
1832	15240	1388
1833	15248	1380
1834	15255	1371
1835	15263	1363
1836	15271	1355
1837	15279	1346
1838	15287	1338
1839	15295	1330
1840	15303	1321
1841	15311	1313
1842	15319	1305
1843	15328	1296
1844	15337	1288
1845	15347	1280
1846	15356	1272
1847	15365	1263
1848	15374	1255
1849	15383	1247
1850	15391	1239
1851	15400	1230
1852	15410	1222
1853	15420	1214
1854	15429	1206
1855	15438	1197
1856	15447	1189
1857	15455	1181
1858	15463	1172
1859	15471	1164
1860	15479	1156
1861	15488	1147
1862	15496	1139
1863	15505	1131
1864	15514	1123
1865	15522	1114
1866	15532	1106
1867	15541	1098
1868	15550	1089
1869	15559	1081
1870	15567	1073
1871	15575	1064
1872	15582	1056
1873	15590	1048
1874	15598	1039
1875	15606	1031
1876	15614	1023
1877	15622	1014
1878	15630	1006
1879	15638	998
1880	15646	989
1881	15654	981
1882	15662	973
1883	15670	964
1884	15678	956
1885	15686	948
1886	15694	939
1887	15701	931
1888	15710	923
1889	15717	914
1890	15726	906
1891	15734	898
1892	15743	889
1893	15753	881
1894	15762	873
1895	15771	865
1896	15779	856
1897	15787	848
1898	15796	840
1899	15805	831
1900	15814	823
1901	15825	815
1902	15836	807
1903	15846	798
1904	15856	790
1905	15865	782
1906	15874	774
1907	15882	765
1908	15890	757
1909	15899	749
1910	15908	740
1911	15918	732
1912	15926	724
1913	15935	716
1914	15946	707
1915	15955	699
1916	15963	691
1917	15972	682
1918	15980	674
1919	15988	666
1920	15996	657
1921	16005	649
1922	16014	641
1923	16025	633
1924	16035	624
1925	16043	616
1926	16052	608
1927	16061	599
1928	16071	591
1929	16082	583
1930	16092	575
1931	16101	566
1932	16110	558
1933	16118	550
1934	16125	541
1935	16133	533
1936	16140	524
1937	16151	516
1938	16161	508
1939	16169	500
1940	16177	491
1941	16186	483
1942	16194	475
1943	16201	466
1944	16209	458
1945	16217	450
1946	16225	441
1947	16232	433
1948	16241	424
1949	16249	416
1950	16257	408
1951	16265	399
1952	16274	391
1953	16283	383
1954	16292	375
1955	16301	366
1956	16310	358
1957	16319	350
1958	16327	341
1959	16335	333
1960	16344	325
1961	16352	316
1962	16359	308
1963	16367	300
1964	16375	291
1965	16383	283
1966	16391	274
1967	16399	266
1968	16407	258
1969	16415	249
1970	16423	241
1971	16431	233
1972	16439	224
1973	16448	216
1974	16456	208
1975	16464	199
1976	16471	191
1977	16479	183
1978	16487	174
1979	16495	166
1980	16503	158
1981	16511	149
1982	16518	141
1983	16526	133
1984	16534	124
1985	16542	116
1986	16550	108
1987	16557	99
1988	16565	91
1989	16572	83
1990	16580	74
1991	16588	66
1992	16596	58
1993	16603	49
1994	16611	41
1995	16619	33
1996	16627	24
1997	16634	16
1998	16642	8
1999	16650	0
