iter	Passed	Remaining
1171	9704	6856
1172	9712	6847
1173	9720	6839
1174	9728	6830
1175	9737	6822
1176	9745	6814
1177	9753	6805
1178	9761	6797
1179	9770	6789
1180	9777	6780
1181	9785	6772
1182	9794	6763
1183	9802	6755
1184	9810	6747
1185	9818	6738
1186	9826	6730
1187	9834	6722
1188	9843	6714
1189	9851	6705
1190	9859	6697
1191	9868	6689
1192	9876	6681
1193	9884	6672
1194	9893	6664
1195	9902	6656
1196	9912	6649
1197	9921	6642
1198	9930	6634
1199	9940	6626
1200	9948	6618
1201	9957	6610
1202	9965	6602
1203	9974	6594
1204	9983	6586
1205	9991	6578
1206	9999	6569
1207	10008	6561
1208	10016	6553
1209	10024	6545
1210	10033	6537
1211	10041	6528
1212	10049	6519
1213	10057	6511
1214	10065	6503
1215	10073	6494
1216	10082	6486
1217	10089	6477
1218	10097	6469
1219	10105	6460
1220	10113	6452
1221	10121	6443
1222	10129	6435
1223	10137	6427
1224	10145	6418
1225	10153	6410
1226	10161	6401
1227	10170	6393
1228	10178	6385
1229	10187	6377
1230	10195	6368
1231	10203	6360
1232	10211	6352
1233	10220	6344
1234	10228	6335
1235	10236	6327
1236	10244	6318
1237	10252	6310
1238	10260	6302
1239	10268	6293
1240	10277	6285
1241	10285	6277
1242	10293	6269
1243	10302	6260
1244	10310	6252
1245	10319	6244
1246	10327	6235
1247	10335	6227
1248	10343	6219
1249	10351	6210
1250	10359	6202
1251	10367	6194
1252	10376	6185
1253	10384	6177
1254	10392	6169
1255	10400	6160
1256	10408	6152
1257	10417	6144
1258	10425	6136
1259	10434	6127
1260	10442	6119
1261	10450	6111
1262	10458	6102
1263	10467	6094
1264	10475	6086
1265	10484	6078
1266	10493	6070
1267	10502	6062
1268	10511	6054
1269	10519	6046
1270	10528	6038
1271	10537	6031
1272	10546	6023
1273	10555	6015
1274	10564	6007
1275	10572	5998
1276	10580	5990
1277	10589	5982
1278	10597	5974
1279	10606	5966
1280	10614	5957
1281	10623	5949
1282	10632	5941
1283	10640	5933
1284	10648	5924
1285	10656	5916
1286	10665	5908
1287	10674	5900
1288	10683	5892
1289	10691	5884
1290	10699	5875
1291	10707	5867
1292	10715	5859
1293	10723	5850
1294	10732	5842
1295	10739	5834
1296	10747	5825
1297	10755	5816
1298	10763	5808
1299	10771	5800
1300	10779	5791
1301	10788	5783
1302	10796	5775
1303	10804	5766
1304	10812	5758
1305	10820	5749
1306	10828	5741
1307	10836	5732
1308	10843	5724
1309	10851	5715
1310	10860	5707
1311	10868	5699
1312	10876	5690
1313	10884	5682
1314	10892	5673
1315	10900	5665
1316	10909	5657
1317	10917	5649
1318	10925	5640
1319	10934	5632
1320	10942	5624
1321	10950	5616
1322	10958	5607
1323	10967	5599
1324	10975	5591
1325	10983	5582
1326	10991	5574
1327	11000	5566
1328	11008	5558
1329	11016	5549
1330	11025	5541
1331	11033	5533
1332	11042	5525
1333	11050	5517
1334	11058	5508
1335	11067	5500
1336	11075	5492
1337	11082	5483
1338	11090	5475
1339	11098	5466
1340	11106	5458
1341	11115	5449
1342	11123	5441
1343	11131	5433
1344	11139	5424
1345	11147	5416
1346	11155	5408
1347	11163	5399
1348	11172	5391
1349	11180	5383
1350	11189	5375
1351	11197	5366
1352	11205	5358
1353	11212	5349
1354	11220	5341
1355	11228	5332
1356	11236	5324
1357	11244	5315
1358	11251	5307
1359	11259	5298
1360	11268	5290
1361	11275	5281
1362	11283	5273
1363	11291	5264
1364	11299	5256
1365	11306	5247
1366	11314	5239
1367	11322	5230
1368	11330	5222
1369	11338	5214
1370	11346	5205
1371	11354	5197
1372	11362	5188
1373	11370	5180
1374	11378	5172
1375	11386	5163
1376	11394	5155
1377	11402	5146
1378	11409	5138
1379	11417	5129
1380	11426	5121
1381	11434	5113
1382	11442	5104
1383	11450	5096
1384	11457	5087
1385	11465	5079
1386	11473	5070
1387	11480	5062
1388	11489	5053
1389	11496	5045
1390	11504	5036
1391	11512	5028
1392	11520	5019
1393	11528	5011
1394	11535	5002
1395	11543	4994
1396	11552	4986
1397	11562	4978
1398	11570	4970
1399	11578	4962
1400	11586	4953
1401	11594	4945
1402	11602	4936
1403	11610	4928
1404	11617	4919
1405	11625	4911
1406	11633	4903
1407	11642	4895
1408	11651	4887
1409	11659	4878
1410	11668	4870
1411	11677	4862
1412	11686	4854
1413	11695	4846
1414	11704	4838
1415	11712	4830
1416	11720	4822
1417	11728	4813
1418	11735	4805
1419	11743	4796
1420	11751	4788
1421	11759	4779
1422	11767	4771
1423	11775	4762
1424	11782	4754
1425	11790	4746
1426	11798	4737
1427	11806	4729
1428	11814	4721
1429	11822	4712
1430	11831	4704
1431	11839	4695
1432	11846	4687
1433	11854	4678
1434	11862	4670
1435	11869	4661
1436	11877	4653
1437	11885	4645
1438	11893	4636
1439	11900	4628
1440	11908	4619
1441	11916	4611
1442	11923	4602
1443	11931	4594
1444	11939	4585
1445	11947	4577
1446	11954	4568
1447	11962	4560
1448	11970	4551
1449	11977	4543
1450	11985	4534
1451	11993	4526
1452	12001	4518
1453	12008	4509
1454	12016	4501
1455	12024	4492
1456	12032	4484
1457	12040	4476
1458	12048	4467
1459	12056	4459
1460	12063	4450
1461	12071	4442
1462	12079	4433
1463	12087	4425
1464	12096	4417
1465	12104	4409
1466	12113	4401
1467	12122	4393
1468	12131	4385
1469	12140	4377
1470	12150	4369
1471	12159	4361
1472	12169	4353
1473	12179	4346
1474	12189	4338
1475	12198	4330
1476	12207	4322
1477	12215	4314
1478	12224	4306
1479	12232	4297
1480	12240	4289
1481	12248	4281
1482	12255	4272
1483	12264	4264
1484	12272	4256
1485	12281	4248
1486	12289	4239
1487	12297	4231
1488	12306	4223
1489	12314	4214
1490	12321	4206
1491	12329	4197
1492	12337	4189
1493	12345	4181
1494	12354	4173
1495	12362	4164
1496	12369	4156
1497	12376	4147
1498	12385	4139
1499	12393	4131
1500	12401	4122
1501	12410	4114
1502	12418	4106
1503	12426	4098
1504	12433	4089
1505	12442	4081
1506	12450	4072
1507	12457	4064
1508	12465	4056
1509	12473	4047
1510	12481	4039
1511	12489	4030
1512	12497	4022
1513	12505	4014
1514	12513	4005
1515	12521	3997
1516	12529	3989
1517	12536	3980
1518	12544	3972
1519	12552	3963
1520	12560	3955
1521	12568	3947
1522	12576	3938
1523	12584	3930
1524	12591	3922
1525	12599	3913
1526	12608	3905
1527	12616	3897
1528	12623	3888
1529	12631	3880
1530	12639	3871
1531	12647	3863
1532	12655	3855
1533	12662	3846
1534	12670	3838
1535	12679	3830
1536	12687	3822
1537	12695	3813
1538	12703	3805
1539	12711	3796
1540	12719	3788
1541	12726	3780
1542	12734	3771
1543	12742	3763
1544	12750	3755
1545	12759	3746
1546	12767	3738
1547	12776	3730
1548	12786	3722
1549	12795	3714
1550	12804	3706
1551	12813	3698
1552	12821	3690
1553	12829	3681
1554	12837	3673
1555	12845	3665
1556	12854	3657
1557	12864	3649
1558	12872	3641
1559	12881	3633
1560	12891	3625
1561	12900	3617
1562	12910	3609
1563	12921	3602
1564	12931	3594
1565	12941	3586
1566	12950	3578
1567	12960	3570
1568	12968	3562
1569	12976	3554
1570	12985	3545
1571	12992	3537
1572	13000	3529
1573	13009	3520
1574	13017	3512
1575	13026	3504
1576	13034	3496
1577	13043	3488
1578	13050	3479
1579	13059	3471
1580	13067	3463
1581	13076	3455
1582	13086	3447
1583	13094	3439
1584	13102	3430
1585	13110	3422
1586	13118	3413
1587	13126	3405
1588	13135	3397
1589	13144	3389
1590	13153	3381
1591	13162	3373
1592	13172	3365
1593	13182	3357
1594	13192	3349
1595	13201	3341
1596	13211	3333
1597	13219	3325
1598	13227	3317
1599	13235	3308
1600	13243	3300
1601	13251	3292
1602	13259	3283
1603	13267	3275
1604	13275	3267
1605	13282	3258
1606	13290	3250
1607	13298	3241
1608	13306	3233
1609	13313	3224
1610	13320	3216
1611	13328	3208
1612	13336	3199
1613	13344	3191
1614	13353	3183
1615	13361	3175
1616	13369	3166
1617	13377	3158
1618	13385	3150
1619	13394	3141
1620	13402	3133
1621	13410	3125
1622	13418	3116
1623	13426	3108
1624	13434	3100
1625	13443	3092
1626	13450	3083
1627	13459	3075
1628	13467	3067
1629	13475	3058
1630	13483	3050
1631	13491	3042
1632	13499	3033
1633	13507	3025
1634	13514	3017
1635	13523	3008
1636	13530	3000
1637	13538	2992
1638	13547	2983
1639	13557	2975
1640	13565	2967
1641	13575	2959
1642	13584	2951
1643	13592	2943
1644	13600	2935
1645	13608	2926
1646	13615	2918
1647	13624	2909
1648	13632	2901
1649	13639	2893
1650	13647	2884
1651	13655	2876
1652	13664	2868
1653	13673	2860
1654	13682	2852
1655	13691	2844
1656	13700	2835
1657	13708	2827
1658	13716	2819
1659	13723	2810
1660	13731	2802
1661	13739	2794
1662	13747	2785
1663	13755	2777
1664	13763	2769
1665	13771	2760
1666	13779	2752
1667	13787	2744
1668	13795	2735
1669	13802	2727
1670	13810	2719
1671	13818	2710
