iter	MultiClass
1513	0.2702479304
1514	0.2701275014
1515	0.2700039002
1516	0.2698782968
1517	0.269771619
1518	0.269702869
1519	0.2696108418
1520	0.2695457427
1521	0.2694018245
1522	0.2692974602
1523	0.2691881877
1524	0.2690545281
1525	0.2689963878
1526	0.2689287534
1527	0.2687682485
1528	0.2686374965
1529	0.2685224727
1530	0.2684443508
1531	0.2683317438
1532	0.2681819208
1533	0.2680719474
1534	0.2679816202
1535	0.2679072575
1536	0.2677761795
1537	0.2677026586
1538	0.2676295568
1539	0.2675541333
1540	0.2674955712
1541	0.2673851634
1542	0.267281867
1543	0.2671893325
1544	0.2671175144
1545	0.2670023563
1546	0.2669212907
1547	0.2668116581
1548	0.2666759927
1549	0.2666225394
1550	0.2665108388
1551	0.2663708428
1552	0.2663023909
1553	0.2661948726
1554	0.2660740393
1555	0.2659490247
1556	0.2658912992
1557	0.2657840008
1558	0.2656793521
1559	0.2655727878
1560	0.2654793512
1561	0.2653686888
1562	0.2652726045
1563	0.265153019
1564	0.2650819332
1565	0.2649535869
1566	0.264868864
1567	0.2647929842
1568	0.2646944856
1569	0.264584617
1570	0.2645065703
1571	0.2643921357
1572	0.2643374236
1573	0.2642527207
1574	0.2641778653
1575	0.2640543753
1576	0.2639542989
1577	0.2638830909
1578	0.263723061
1579	0.2636072065
1580	0.2635011888
1581	0.2634198221
1582	0.2632999229
1583	0.263231683
1584	0.2630918055
1585	0.2630216021
1586	0.2629448992
1587	0.2628441856
1588	0.2627055435
1589	0.2626064397
1590	0.2624993443
1591	0.2623639967
1592	0.2622569878
1593	0.2622003645
1594	0.2621037
1595	0.2620309184
1596	0.261967901
1597	0.2618786495
1598	0.2617776022
1599	0.2616489849
1600	0.2615383624
1601	0.2614240107
1602	0.261344322
1603	0.261244202
1604	0.2611432442
1605	0.2610503107
1606	0.2610090573
1607	0.2608871229
1608	0.2608131075
1609	0.2607311884
1610	0.2606182028
1611	0.2605074647
1612	0.260425481
1613	0.2602761659
1614	0.2601700652
1615	0.2600465233
1616	0.2599379536
1617	0.2598024435
1618	0.2597079
1619	0.2596058941
1620	0.2595149195
1621	0.2593796603
1622	0.2592440947
1623	0.2591204628
1624	0.2590599481
1625	0.2589786164
1626	0.2588737773
1627	0.2587600288
1628	0.2586573929
1629	0.2585692026
1630	0.2585266936
1631	0.258425778
1632	0.2583144941
1633	0.2582244562
1634	0.2581331788
1635	0.2579673574
1636	0.257876154
1637	0.2577797302
1638	0.2576585125
1639	0.257518005
1640	0.2574325557
1641	0.2573206767
1642	0.2572286235
1643	0.2571129327
1644	0.2570146052
1645	0.2568961763
1646	0.2567825906
1647	0.2566644953
1648	0.2565197817
1649	0.2564091182
1650	0.2563320797
1651	0.2562498383
1652	0.2561837695
1653	0.2561154078
1654	0.2559762198
1655	0.2558930314
1656	0.2558139102
1657	0.2557678797
1658	0.2556549018
1659	0.2555734032
1660	0.2554760874
1661	0.2554107239
1662	0.2553013003
1663	0.2552031473
1664	0.2551272446
1665	0.2550120249
1666	0.2549068247
1667	0.2548104737
1668	0.2546701978
1669	0.2545928753
1670	0.2545528906
1671	0.2544670349
1672	0.2543726968
1673	0.2542958365
1674	0.2541865165
1675	0.2541086162
1676	0.2539992519
1677	0.2539002068
1678	0.2538226013
1679	0.2537534693
1680	0.253677806
1681	0.2535574351
1682	0.2534418297
1683	0.2532930175
1684	0.253161162
1685	0.2531076993
1686	0.2529705684
1687	0.2528459637
1688	0.2527432963
1689	0.2526453581
1690	0.2525643452
1691	0.2524228388
1692	0.2523600296
1693	0.2522213287
1694	0.2520849674
1695	0.2519056971
1696	0.251842453
1697	0.251769147
1698	0.2517017809
1699	0.2515968424
1700	0.2514972098
1701	0.2514326294
1702	0.251366466
1703	0.2512878571
1704	0.2511843215
1705	0.251051774
1706	0.2509444879
1707	0.2508467186
1708	0.2507140786
1709	0.2505829727
1710	0.250474023
1711	0.2503935708
1712	0.2503200304
1713	0.2502192175
1714	0.250128774
1715	0.2500113047
1716	0.2499227416
1717	0.2498006268
1718	0.2497208408
1719	0.2495599912
1720	0.2494572866
1721	0.249379834
1722	0.2492676664
1723	0.2491798505
1724	0.2490590275
1725	0.2489555706
1726	0.2488413467
1727	0.2486970689
1728	0.2486024423
1729	0.2485539567
1730	0.248423666
1731	0.2483187919
1732	0.2482570447
1733	0.2481865081
1734	0.2480674206
1735	0.2479933055
1736	0.247895972
1737	0.2477752244
1738	0.2476897623
1739	0.2476164189
1740	0.2475200937
1741	0.2474391437
1742	0.2473574704
1743	0.2472613692
1744	0.2471769923
1745	0.247052539
1746	0.2469295042
1747	0.2468217767
1748	0.2467260205
1749	0.2466572171
1750	0.2465779346
1751	0.2464045547
1752	0.2463010168
1753	0.246209978
1754	0.2461135131
1755	0.2460445935
1756	0.2459443278
1757	0.2458159836
1758	0.2457118725
1759	0.2456639504
1760	0.2455814567
1761	0.2455448048
1762	0.2454443925
1763	0.2453599
1764	0.2452897202
1765	0.2452178055
1766	0.2451494256
1767	0.2450862432
1768	0.2450132345
1769	0.2449499307
1770	0.2448504628
1771	0.2447540998
1772	0.2446600754
1773	0.24456166
1774	0.2444774403
1775	0.2444096573
1776	0.2442753723
1777	0.2441877622
1778	0.2440935971
1779	0.2440307986
1780	0.2439054293
1781	0.2438422313
1782	0.2437595452
1783	0.2436915961
1784	0.2435998369
1785	0.2435244753
1786	0.2434444884
1787	0.2433627797
1788	0.2432440793
1789	0.243139907
1790	0.2430499552
1791	0.2429799106
1792	0.2428790144
1793	0.2428247085
1794	0.242717601
1795	0.2426418807
1796	0.2425753921
1797	0.2424942793
1798	0.2424479054
1799	0.2423828581
1800	0.2422715672
1801	0.2421849688
1802	0.2421217813
1803	0.2420642761
1804	0.2419706976
1805	0.2418707935
1806	0.2417599144
1807	0.2417019693
1808	0.2416502937
1809	0.2416115887
1810	0.2415216628
1811	0.2414515795
1812	0.2413842423
1813	0.2412622883
1814	0.2411891616
1815	0.2411318365
1816	0.2410345188
1817	0.2409540183
1818	0.240842787
1819	0.2407757166
1820	0.2406958017
1821	0.2406400927
1822	0.2405167652
1823	0.2404171988
1824	0.2403368035
1825	0.2402517323
1826	0.2401879856
1827	0.2400511109
1828	0.2399855842
1829	0.2399079918
1830	0.2398303355
1831	0.2397231056
1832	0.2396378847
1833	0.2395310266
1834	0.2394443247
1835	0.2393414697
1836	0.2392056415
1837	0.2391459871
1838	0.2390381572
1839	0.2389683997
1840	0.2389084871
1841	0.2388419296
1842	0.2387741424
1843	0.2387295183
1844	0.2386429418
1845	0.2385713817
1846	0.2384826215
1847	0.2384233147
1848	0.2383273001
1849	0.2382552611
1850	0.2381621935
1851	0.2380863161
1852	0.2379817325
1853	0.2379360506
1854	0.2378027091
1855	0.2376800568
1856	0.2375845112
1857	0.2374785658
1858	0.2373875408
1859	0.2372682623
1860	0.2371711754
1861	0.2371299087
1862	0.2369765324
1863	0.236907441
1864	0.2368267454
1865	0.2366972104
1866	0.2366064207
1867	0.2365348307
1868	0.2364695345
1869	0.2364159021
1870	0.2363263293
1871	0.2362675866
1872	0.2361249383
1873	0.2360589382
1874	0.2360008693
1875	0.235925639
1876	0.2358676477
1877	0.2357992744
1878	0.2357510908
1879	0.2356729412
1880	0.2355445423
1881	0.2354564435
1882	0.2354073185
1883	0.235347112
1884	0.235234895
1885	0.2351374635
1886	0.2350334471
1887	0.2349505672
1888	0.2348571101
1889	0.2347740628
1890	0.2346500576
1891	0.2345419454
1892	0.2344827288
1893	0.2344076532
1894	0.2343055336
1895	0.2342590594
1896	0.234162881
1897	0.234105734
1898	0.2340289353
1899	0.2339420234
1900	0.2338735515
1901	0.2338020114
1902	0.2337333196
1903	0.2336393769
1904	0.2335627996
1905	0.2334699705
1906	0.2333817482
1907	0.233318564
1908	0.2331904769
1909	0.2331097672
1910	0.2330407551
1911	0.2329250552
1912	0.2328197712
1913	0.2327283475
1914	0.2326687316
1915	0.2325904553
1916	0.2325041552
1917	0.2323873867
1918	0.2323267313
1919	0.2321921531
1920	0.2321111848
1921	0.232010067
1922	0.2319084181
1923	0.2318249122
1924	0.2317559625
1925	0.2317133183
1926	0.2316430053
1927	0.2315519866
1928	0.231448968
1929	0.2313168823
1930	0.231188874
1931	0.2310969034
1932	0.2310166209
1933	0.2309695509
1934	0.2308628457
1935	0.2307612105
1936	0.2306602232
1937	0.2305948282
1938	0.2304826609
1939	0.2303974625
1940	0.230264124
1941	0.2301646476
1942	0.2300818628
1943	0.2299862346
1944	0.2299017354
1945	0.2298143659
1946	0.2296559832
1947	0.2295946743
1948	0.2295166519
1949	0.2294420303
1950	0.229339835
1951	0.2292673878
1952	0.2291538082
1953	0.2290585822
1954	0.2289346284
1955	0.2288080466
1956	0.2287493864
1957	0.2286781886
1958	0.228628358
1959	0.2285526673
1960	0.2284564625
1961	0.2283941905
1962	0.2283227031
1963	0.2282293171
1964	0.2281265589
1965	0.2280719402
1966	0.2280052901
1967	0.22793286
1968	0.2278293665
1969	0.2277420118
1970	0.2276339595
1971	0.2275342937
1972	0.2274683555
1973	0.2274194268
1974	0.2273459872
1975	0.2272822863
1976	0.2272359788
1977	0.2271256728
1978	0.2270290495
1979	0.2269412232
1980	0.2268354785
1981	0.2267400037
1982	0.2266644987
1983	0.2266188465
1984	0.226526646
1985	0.2264034909
1986	0.2263393797
1987	0.2262684227
1988	0.2262206888
1989	0.2261693768
1990	0.2260119766
1991	0.2259467667
1992	0.2258193203
1993	0.2257297785
1994	0.225618987
1995	0.2255220219
1996	0.2254530857
1997	0.2253917631
1998	0.2253199163
1999	0.2252255627
