iter	MultiClass
633	0.3977809813
634	0.3975631262
635	0.3973244094
636	0.3971660721
637	0.3969772004
638	0.3967978461
639	0.3966636092
640	0.3963946895
641	0.3961249315
642	0.3959401908
643	0.3957567199
644	0.3955965347
645	0.3953806925
646	0.3951451004
647	0.3949388047
648	0.3947444818
649	0.3946061114
650	0.394408829
651	0.3942014568
652	0.3940469464
653	0.393745758
654	0.3935550925
655	0.3932639046
656	0.3929682021
657	0.3928057108
658	0.392427048
659	0.3923198183
660	0.3921507172
661	0.3919625926
662	0.3918193364
663	0.3915866634
664	0.3914365133
665	0.3912597916
666	0.391023319
667	0.3908614384
668	0.3906494576
669	0.3904430384
670	0.3902485136
671	0.3900230675
672	0.3898878276
673	0.3897148502
674	0.3895682647
675	0.3894246183
676	0.3892525835
677	0.3890607414
678	0.3887911153
679	0.3885997549
680	0.388429821
681	0.3882669676
682	0.3879990388
683	0.387777095
684	0.3875758837
685	0.3873493735
686	0.3871667914
687	0.3869611676
688	0.3868373721
689	0.3866809276
690	0.3865490051
691	0.3862462384
692	0.3860565264
693	0.3858404906
694	0.3856694889
695	0.3854898709
696	0.3852481794
697	0.3850921668
698	0.3849775626
699	0.3847522749
700	0.3845536173
701	0.3844579206
702	0.3842137516
703	0.3840846495
704	0.3839655995
705	0.383780909
706	0.3836154536
707	0.3834130382
708	0.3831166325
709	0.382875224
710	0.3827552745
711	0.3825794948
712	0.3824073021
713	0.3822058918
714	0.3820336592
715	0.3818330318
716	0.3816043244
717	0.3813994322
718	0.3811620865
719	0.3809499838
720	0.3808098185
721	0.3805293679
722	0.3803261716
723	0.3800777307
724	0.379918704
725	0.379662502
726	0.3794420978
727	0.3792406951
728	0.3790307854
729	0.3788004094
730	0.3786230936
731	0.3784316725
732	0.3783275456
733	0.3781240826
734	0.3779834089
735	0.3778337291
736	0.3777127398
737	0.3775714728
738	0.3773707128
739	0.3772436965
740	0.3769517064
741	0.3767502958
742	0.3765811598
743	0.3764322863
744	0.3762422656
745	0.3760208834
746	0.3758325735
747	0.375694778
748	0.3755136264
749	0.3753597885
750	0.3751728802
751	0.3749523754
752	0.3747816384
753	0.3746471766
754	0.3744980974
755	0.3743122098
756	0.3741770468
757	0.3741255851
758	0.3740190636
759	0.3738193789
760	0.373656243
761	0.3734865296
762	0.3732774225
763	0.37314981
764	0.3729398846
765	0.3727812933
766	0.3725255779
767	0.372371177
768	0.3722095987
769	0.3720272823
770	0.3717738345
771	0.3716522843
772	0.3714664643
773	0.3712685332
774	0.371118198
775	0.3709275053
776	0.3707465326
777	0.3706420005
778	0.3705036715
779	0.3702745787
780	0.3700438472
781	0.3699299398
782	0.3696309162
783	0.3694572405
784	0.3693380873
785	0.3691768139
786	0.3689944855
787	0.3689028308
788	0.3685889812
789	0.3683510621
790	0.3681507126
791	0.3679206368
792	0.3677895401
793	0.3676203286
794	0.3673917471
795	0.3672002059
796	0.3670877762
797	0.3669097177
798	0.3665679163
799	0.3664870835
800	0.3662964916
801	0.3661082551
802	0.3658859429
803	0.3656139453
804	0.3653825457
805	0.3652226942
806	0.3650040751
807	0.3648604755
808	0.3646891607
809	0.3644851008
810	0.3642468149
811	0.364128448
812	0.3639452161
813	0.3638160241
814	0.3635809314
815	0.3633738662
816	0.3632704729
817	0.3630871154
818	0.3628891802
819	0.3627184174
820	0.3625509219
821	0.3623778373
822	0.3622866933
823	0.3621965046
824	0.3620069091
825	0.3617842213
826	0.3616342012
827	0.3614524119
828	0.3613182559
829	0.3610945723
830	0.3609370457
831	0.3607287566
832	0.3605724464
833	0.3603187468
834	0.3601931854
835	0.3600300311
836	0.3597958656
837	0.3596116691
838	0.3594556272
839	0.3593115125
840	0.3591014588
841	0.3589161183
842	0.3588123507
843	0.3586634127
844	0.3585329377
845	0.3583978441
846	0.3582571049
847	0.3580730629
848	0.3578530914
849	0.3576762953
850	0.3575070666
851	0.3573578783
852	0.3572385043
853	0.3570765011
854	0.3568885699
855	0.3566891261
856	0.3564577635
857	0.3563491776
858	0.3562152653
859	0.3560977724
860	0.3559602981
861	0.3557875423
862	0.3556615442
863	0.3554888229
864	0.3553511243
865	0.355237628
866	0.3551379437
867	0.3549534324
868	0.3547178654
869	0.3545882084
870	0.3544625506
871	0.3543724877
872	0.3541448578
873	0.3540362635
874	0.3538976927
875	0.3536673762
876	0.3534643731
877	0.3532955502
878	0.3531354873
879	0.3529719685
880	0.352794745
881	0.3526337502
882	0.3524561831
883	0.3523321175
884	0.3521218832
885	0.3520087001
886	0.3518417073
887	0.3516642607
888	0.351370344
889	0.3512985346
890	0.3511769906
891	0.3510271316
892	0.3508752029
893	0.3506383149
894	0.3505300227
895	0.3503044249
896	0.3501973866
897	0.3501047273
898	0.3500226101
899	0.349928305
900	0.3498024184
901	0.3496847584
902	0.3495615839
903	0.3493636022
904	0.349120662
905	0.3489817664
906	0.3487863987
907	0.3486064083
908	0.3483832747
909	0.3481938775
910	0.3480201043
911	0.3479005444
912	0.3477273328
913	0.3475884926
914	0.3474471818
915	0.3471257454
916	0.3469610931
917	0.346817865
918	0.3466830238
919	0.34652618
920	0.3464135431
921	0.3461961168
922	0.3460175054
923	0.3458600946
924	0.3456720185
925	0.3454891747
926	0.3452872983
927	0.345165833
928	0.3450095489
929	0.3449430283
930	0.3447466864
931	0.3446146669
932	0.3443784784
933	0.3441213448
934	0.3439792033
935	0.3438308287
936	0.3436581747
937	0.3434793452
938	0.343345248
939	0.343180335
940	0.3429491589
941	0.3427529882
942	0.3425704755
943	0.342442119
944	0.3423637752
945	0.3422409279
946	0.3419961707
947	0.3418379161
948	0.3417189758
949	0.3415479927
950	0.3414031921
951	0.3412844016
952	0.3412064917
953	0.3410605669
954	0.3409081176
955	0.3407491716
956	0.3406174727
957	0.3404333717
958	0.3401815013
959	0.3400285364
960	0.3398478605
961	0.3396837052
962	0.339571666
963	0.3394038077
964	0.3392307121
965	0.3390903389
966	0.3388337033
967	0.3387404388
968	0.3385354607
969	0.3384183599
970	0.3381936526
971	0.33804762
972	0.3379264612
973	0.3378031724
974	0.3376963309
975	0.3375823712
976	0.3373781967
977	0.3372583806
978	0.3371285912
979	0.3370722097
980	0.3369454169
981	0.3367166864
982	0.3366208797
983	0.336552894
984	0.3364044915
985	0.3362492178
986	0.3359760739
987	0.3357913652
988	0.3356266452
989	0.3354989143
990	0.3353146063
991	0.3352124273
992	0.3350609993
993	0.3348575553
994	0.3345830341
995	0.3344145862
996	0.3342015282
997	0.3340637701
998	0.333974185
999	0.3337987058
1000	0.3336355231
1001	0.3333869508
1002	0.333192113
1003	0.3330553268
1004	0.3328977157
1005	0.3327898417
1006	0.3326213417
1007	0.332467503
1008	0.3323268733
1009	0.3321023488
1010	0.3319074213
1011	0.3318272603
1012	0.331747416
1013	0.3316534487
1014	0.3314971216
1015	0.3313541632
1016	0.3312274342
1017	0.3310856318
1018	0.330932202
1019	0.3307432204
1020	0.3306754876
1021	0.3306043856
1022	0.3304851462
1023	0.3303771226
1024	0.3302813092
1025	0.3301627946
1026	0.3300083761
1027	0.3298258815
1028	0.3296663894
1029	0.3294984111
1030	0.3292434463
1031	0.3290130078
1032	0.3288353749
1033	0.3287477762
1034	0.3286649199
1035	0.3285022905
1036	0.3283920732
1037	0.3281828136
1038	0.3281071364
1039	0.327928118
1040	0.3277547151
1041	0.3275946461
1042	0.3274557831
1043	0.327280868
1044	0.3271250961
1045	0.3270115118
1046	0.3268474914
1047	0.3267308513
1048	0.3265514753
1049	0.3263122637
1050	0.3262166933
1051	0.3260565146
1052	0.3258805817
1053	0.3258043749
1054	0.3257122469
1055	0.325541062
1056	0.3253689995
1057	0.3252270412
1058	0.3250636878
1059	0.3248895103
1060	0.3247064846
1061	0.3245974567
1062	0.3244180312
1063	0.324287836
1064	0.3241672974
1065	0.3240713783
1066	0.3239791036
1067	0.3237997463
1068	0.323637243
1069	0.3234538761
1070	0.3233145836
1071	0.3232224285
1072	0.323157306
1073	0.3230261463
1074	0.3228668274
1075	0.3226429389
1076	0.3225324531
1077	0.3224577415
1078	0.322345083
1079	0.3221754442
1080	0.3219626914
1081	0.3217972218
1082	0.3216574513
1083	0.3215071677
1084	0.3213857409
1085	0.321133468
1086	0.3209767191
1087	0.3208823783
1088	0.3207667965
1089	0.3205818142
1090	0.3204637935
1091	0.3202827357
1092	0.3201663148
1093	0.3199775008
1094	0.3197789805
1095	0.319690893
1096	0.3196079077
1097	0.3193613958
1098	0.3192603579
1099	0.3191711578
1100	0.3190814556
1101	0.3188268605
1102	0.3187089517
1103	0.318613861
1104	0.3185246747
1105	0.3183753147
1106	0.3182279589
1107	0.3180837912
1108	0.3179264292
1109	0.317802467
1110	0.3177236667
1111	0.3175754427
1112	0.3175179028
1113	0.3174142466
1114	0.3172128807
1115	0.3171143763
1116	0.3168927753
1117	0.3167514786
1118	0.3165839722
1119	0.3164723904
1120	0.316318267
1121	0.3161917537
1122	0.3160816886
1123	0.315945505
1124	0.315873306
1125	0.3157649498
1126	0.3156060959
1127	0.3154600919
1128	0.31532957
1129	0.3151731543
1130	0.3149887416
1131	0.3148718485
1132	0.3147346508
1133	0.3145816334
1134	0.3144519891
1135	0.3143476561
1136	0.3142411019
1137	0.3141078912
1138	0.313916562
1139	0.3137725114
1140	0.3135824769
1141	0.3134850421
1142	0.3133134638
1143	0.3132305602
1144	0.3130487019
1145	0.3129009588
1146	0.3127412449
1147	0.3125533871
1148	0.3124472116
1149	0.3123446124
1150	0.3121425415
1151	0.3120281858
1152	0.3118567995
1153	0.311724947
1154	0.3115363119
1155	0.3114607843
1156	0.3112666726
1157	0.3111636107
1158	0.3110671658
1159	0.3109886559
1160	0.3108352441
1161	0.3107121912
1162	0.3105501948
1163	0.310436217
1164	0.3102302661
1165	0.3100900684
1166	0.3099770582
1167	0.3098220279
1168	0.3095761386
1169	0.3094835065
1170	0.3093703568
1171	0.3092312945
1172	0.3091216844
1173	0.3089163825
1174	0.3088285955
1175	0.308644295
1176	0.3085491006
1177	0.3084493006
1178	0.3083328637
1179	0.3081924404
1180	0.3080566174
1181	0.3079066632
1182	0.3078224248
1183	0.3076733713
1184	0.3076108618
1185	0.3074949373
1186	0.3073898892
1187	0.3072344194
1188	0.3071413956
1189	0.3069971075
1190	0.3068425499
1191	0.3067396691
1192	0.3066321503
1193	0.3065423317
1194	0.3063605271
1195	0.3062164022
1196	0.3060923038
1197	0.305991452
1198	0.305870935
1199	0.3057790291
1200	0.305669467
1201	0.3055308144
1202	0.3053718926
1203	0.3052089932
1204	0.3051226912
1205	0.304998518
1206	0.3049009302
1207	0.3047590346
1208	0.3046002556
1209	0.3044818969
1210	0.3044150512
1211	0.3043011114
1212	0.30423324
1213	0.3041225941
1214	0.3040233082
1215	0.3039270575
1216	0.3037915842
1217	0.303701605
1218	0.303571712
1219	0.3034405101
1220	0.3032548029
1221	0.3031866229
1222	0.3031195351
1223	0.3029868645
1224	0.3028890378
1225	0.3027783837
1226	0.3026275034
1227	0.3024864059
1228	0.302317468
1229	0.3021789064
1230	0.3020745646
1231	0.3019444153
1232	0.3017599513
1233	0.3016784243
1234	0.3016183228
1235	0.3014656485
1236	0.301345068
1237	0.3012304868
1238	0.3010634002
1239	0.3009722264
1240	0.3008677365
1241	0.3007071643
1242	0.3006107805
1243	0.3005126252
1244	0.3004225812
1245	0.3003274062
1246	0.3002554645
1247	0.3000952538
1248	0.2999173905
1249	0.2997576405
1250	0.2996729849
1251	0.2995039073
1252	0.2993939139
1253	0.2993158351
1254	0.2992147585
1255	0.2990759309
1256	0.2989715893
1257	0.2988629096
1258	0.2987046851
1259	0.2986007599
1260	0.2985420111
1261	0.2984107571
1262	0.2982678902
1263	0.2981624961
1264	0.298020435
1265	0.2978748475
1266	0.2977453326
1267	0.2975774068
1268	0.2974437489
1269	0.2972912066
1270	0.2972142571
1271	0.2970605847
1272	0.2969278731
1273	0.296727159
1274	0.2966506839
1275	0.2965252537
1276	0.2964279373
1277	0.2963709536
1278	0.2962013532
1279	0.2961233131
1280	0.296011675
1281	0.2959209343
1282	0.2958089937
1283	0.2956571255
1284	0.2955391989
1285	0.2954380865
1286	0.2953626394
1287	0.295247284
1288	0.2951612086
1289	0.2950139841
1290	0.2949098678
1291	0.2948436673
1292	0.2946854409
1293	0.2945807677
1294	0.2944532284
1295	0.2943619175
1296	0.2942689076
1297	0.2940903689
1298	0.2940118683
1299	0.2939501833
1300	0.2938420437
1301	0.2937388435
1302	0.293595748
1303	0.2935088115
1304	0.2934328666
1305	0.2932939952
1306	0.2931667059
1307	0.2930156982
1308	0.2929371918
1309	0.2927184205
1310	0.2925923028
1311	0.2925348133
1312	0.2924333831
1313	0.292348452
1314	0.2922388109
1315	0.2921428584
1316	0.2920647757
1317	0.2919807037
1318	0.2918222346
1319	0.2917125674
1320	0.2916401124
1321	0.291478738
1322	0.2913726771
1323	0.2912672812
1324	0.291154873
1325	0.2910663414
1326	0.2909871211
1327	0.2909122195
1328	0.2908147023
1329	0.2907342822
1330	0.290577488
1331	0.2904881766
1332	0.2903742562
1333	0.2903050711
1334	0.2902341253
1335	0.2901275405
1336	0.2900187908
1337	0.289896112
1338	0.2897314972
1339	0.2896780063
1340	0.2895736529
1341	0.2895045668
1342	0.2893625709
1343	0.2892557168
1344	0.2891360547
1345	0.2890364001
1346	0.2888820878
1347	0.2888132239
1348	0.2887494454
1349	0.2886664073
1350	0.2885496199
1351	0.288366144
1352	0.2882518098
1353	0.2881240396
1354	0.2879329873
1355	0.2878160593
1356	0.2877010829
1357	0.2876241122
1358	0.2875060197
1359	0.2873722164
1360	0.2872597403
1361	0.2871255358
1362	0.2870119413
1363	0.2869004204
1364	0.2868041614
1365	0.2866625663
1366	0.286494329
1367	0.2863313815
1368	0.2862669366
1369	0.2861492325
1370	0.2860118174
1371	0.2859022955
1372	0.2857657094
1373	0.2856428958
1374	0.2855063367
1375	0.2853725235
1376	0.2852663935
1377	0.285168503
1378	0.2850074907
1379	0.2848667741
1380	0.2847783481
1381	0.2846547664
1382	0.2845618921
1383	0.2843993864
1384	0.2843003652
1385	0.2841448207
1386	0.2839934851
1387	0.2839197609
1388	0.2837439806
1389	0.2836232027
1390	0.283519561
1391	0.2834200863
1392	0.2833426198
1393	0.2831858487
1394	0.2831031765
1395	0.2830114085
1396	0.2828629467
1397	0.2827723862
1398	0.2826492397
1399	0.2825963493
1400	0.2824519812
1401	0.2823496221
1402	0.2822541647
1403	0.2821547494
1404	0.2820722814
1405	0.2819666138
1406	0.2818783172
1407	0.2817537429
1408	0.2816509409
1409	0.2815472091
1410	0.2814600441
1411	0.2813326779
1412	0.2812582411
1413	0.2811739369
1414	0.2810622694
1415	0.280941864
1416	0.2808698855
1417	0.2807700992
1418	0.280648415
1419	0.2805156598
1420	0.2804330675
1421	0.280349557
1422	0.2802586949
1423	0.2801674689
1424	0.280061837
1425	0.2798800713
1426	0.2797921512
1427	0.2795885666
1428	0.2794710082
1429	0.27937488
1430	0.2792329918
1431	0.2791776532
1432	0.2790517913
1433	0.2789068446
1434	0.278800685
1435	0.2786967998
1436	0.2785691557
1437	0.2785165012
1438	0.2783128696
1439	0.2782157996
1440	0.2781127744
1441	0.2779851594
1442	0.277855144
1443	0.2777586574
1444	0.2776665536
1445	0.2775801246
1446	0.2774803449
1447	0.2773816747
1448	0.2772639985
1449	0.2771902566
1450	0.2770650003
1451	0.2769749664
1452	0.2768402264
1453	0.2767638817
1454	0.2766429816
1455	0.2765177281
1456	0.2763325695
1457	0.2761640997
1458	0.2760612736
1459	0.2759648326
1460	0.2758619006
1461	0.2757903042
1462	0.2756545341
1463	0.2755750554
1464	0.2754432856
1465	0.2752733734
1466	0.2751923793
1467	0.275118748
1468	0.27503874
1469	0.2749162602
1470	0.2748340795
1471	0.2747267531
1472	0.2745949542
1473	0.2745151782
1474	0.2743795616
1475	0.2742506595
1476	0.2741397243
1477	0.2740483359
1478	0.2739822739
1479	0.2738718436
1480	0.2737824827
1481	0.2736748956
1482	0.2735474328
1483	0.2734265769
1484	0.2733469698
1485	0.2732698181
1486	0.2731398172
1487	0.2730167199
1488	0.2729574783
1489	0.2728376542
1490	0.2727256499
1491	0.2725995245
1492	0.2724651864
1493	0.2722717929
1494	0.2721396985
1495	0.2720563454
1496	0.2719170698
1497	0.2718137631
1498	0.2716914252
1499	0.2716561645
1500	0.2715489872
1501	0.2714739916
1502	0.2714005824
1503	0.2713340271
1504	0.2711799721
1505	0.2710785753
1506	0.2709801058
1507	0.2709083086
1508	0.2708075942
1509	0.2707221857
1510	0.2705769818
1511	0.2704923467
1512	0.2703976021
